code,title,description,text
3435.0300,3435.0300 Coaster Operator; Auto-speedway,"Prompter Operator. Prompter prompts Actors who forget their lines in operatic productions by ISCO 08 Unit Group Details: whispering to them from behind stage. Code 3435 Stands behind stage and follows script of Title Other Artistic and Cultural performance closely. Speaks cues and Associate Professionals lines by whispering to Actors when they forget their lines. May direct actions of 3435.0500 Actors while prompting. May substitute Floral Designer Actors when necessary. Floral Designer designs, cuts, and arranges live, dried, or artificial flowers and foliage. ISCO 08 Unit Group Details: confers with clients regarding price and Code 3435 type of arrangement desired and the date, Title Other Artistic and Cultural time, and place of delivery. Plans Associate Professionals arrangement according to client's","3435.0300 Coaster Operator; Auto-speedway Prompter Operator. Prompter prompts Actors who forget their lines in operatic productions by ISCO 08 Unit Group Details: whispering to them from behind stage. Code 3435 Stands behind stage and follows script of Title Other Artistic and Cultural performance closely. Speaks cues and Associate Professionals lines by whispering to Actors when they forget their lines. May direct actions of 3435.0500 Actors while prompting. May substitute Floral Designer Actors when necessary. Floral Designer designs, cuts, and arranges live, dried, or artificial flowers and foliage. ISCO 08 Unit Group Details: confers with clients regarding price and Code 3435 type of arrangement desired and the date, Title Other Artistic and Cultural time, and place of delivery. Plans Associate Professionals arrangement according to client's"
3435.0400,3435.0400,"requirements, utilizing knowledge of Merry-go-Round Operator design and properties of materials, or Merry-go-Round Operator; Amusement select appropriate standard design Equipment Operator operates and pattern. Waters plants, and cut, condition, controls or instructs patrons how to and clean flowers and foliage for storage. VOLUME II A 463","3435.0400 requirements, utilizing knowledge of Merry-go-Round Operator design and properties of materials, or Merry-go-Round Operator; Amusement select appropriate standard design Equipment Operator operates and pattern. Waters plants, and cut, condition, controls or instructs patrons how to and clean flowers and foliage for storage. VOLUME II A 463"
3435.9900,3435.9900,"systems, satellite services, and multiplex Other Artistic and Cultural systems on land, sea or in aircraft; Associate Professionals, Other providing technical assistance connected Clowns, Magicians, Acrobats and Related with research and the development of Associate Professionals, Other include computer systems and those who entertain audiences in circuses telecommunications equipment, or and other places by performing a variety testing prototypes; designing and of acts not elsewhere classified. preparing blueprints of circuitry according to the specifications given; providing ISCO 08 Unit Group Details: technical supervision of the manufacture, utilization, maintenance and repair of Code 3435 telecommunications systems. Title Other Artistic and Cultural Associate Professionals Occupations in this Sub Division are Sub Division 35 classified into the following Groups: Information and Communications 351 Information and Communication Technicians Technology Operations and User Support Technicians VOLUME II A 464","3435.9900 systems, satellite services, and multiplex Other Artistic and Cultural systems on land, sea or in aircraft; Associate Professionals, Other providing technical assistance connected Clowns, Magicians, Acrobats and Related with research and the development of Associate Professionals, Other include computer systems and those who entertain audiences in circuses telecommunications equipment, or and other places by performing a variety testing prototypes; designing and of acts not elsewhere classified. preparing blueprints of circuitry according to the specifications given; providing ISCO 08 Unit Group Details: technical supervision of the manufacture, utilization, maintenance and repair of Code 3435 telecommunications systems. Title Other Artistic and Cultural Associate Professionals Occupations in this Sub Division are Sub Division 35 classified into the following Groups: Information and Communications 351 Information and Communication Technicians Technology Operations and User Support Technicians VOLUME II A 464"
3511.0101,"3511.0101 deployment, installation and maintenance",of systems. VOLUME II A 465,"3511.0101 deployment, installation and maintenance of systems. VOLUME II A 465"
3512.0100,3512.0100 networks; talking staff/clients through a,"Data Recovery Planner/System series of actions, either face to face or over the telephone to help set up systems Administrator or resolve issues; troubleshooting system and network problems and diagnosing Data Recovery Planner; Disaster Recovery and solving hardware/software faults etc. Manager develops, co-ordinates implementation of, and tests plan to Qualification Pack Details: continue establishment data processing QP NOS Reference SSC/Q0110 activities at off-site location in case of QP NOS Name Domestic IT emergency, such as fire, at main site. Helpdesk Attendant Establishes priority of data processing NSQF Level 4 activities according to importance to business. Determines hardware, software, ISCO 08 Unit Group Details: data files, safe storage facilities, and other resources required. Develops plan to meet Code 3513 emergency data processing needs. Title Computer Network and Systems Identifies personnel needed to implement Technician plan. Presents plan to management and recommends means of obtaining required 3512.0200 facilities, such as contracting with off-site Desk Top Publishing Operator vendor. Co-ordinates implementation of plan. Tests emergency data processing Desk Top Publishing Operator lays out system, using computer and test data. pages, selects size and style of type, and Writes report to document test results enters text and graphics into computer to and updates emergency recovery produce printed materials, such as procedures. advertisements, brochures, newsletters, and forms, applying knowledge of graphic ISCO 08 Unit Group Details: arts techniques and typesetting and using Code 3512 computer: Reviews layout and customer Title Information and Communication order. Enters text into computer, using Technology User Support input device such as mouse, keyboard, Technicians scanner, or modem. Scans artwork, using optical scanner which changes image into","3512.0100 networks; talking staff/clients through a Data Recovery Planner/System series of actions, either face to face or over the telephone to help set up systems Administrator or resolve issues; troubleshooting system and network problems and diagnosing Data Recovery Planner; Disaster Recovery and solving hardware/software faults etc. Manager develops, co-ordinates implementation of, and tests plan to Qualification Pack Details: continue establishment data processing QP NOS Reference SSC/Q0110 activities at off-site location in case of QP NOS Name Domestic IT emergency, such as fire, at main site. Helpdesk Attendant Establishes priority of data processing NSQF Level 4 activities according to importance to business. Determines hardware, software, ISCO 08 Unit Group Details: data files, safe storage facilities, and other resources required. Develops plan to meet Code 3513 emergency data processing needs. Title Computer Network and Systems Identifies personnel needed to implement Technician plan. Presents plan to management and recommends means of obtaining required 3512.0200 facilities, such as contracting with off-site Desk Top Publishing Operator vendor. Co-ordinates implementation of plan. Tests emergency data processing Desk Top Publishing Operator lays out system, using computer and test data. pages, selects size and style of type, and Writes report to document test results enters text and graphics into computer to and updates emergency recovery produce printed materials, such as procedures. advertisements, brochures, newsletters, and forms, applying knowledge of graphic ISCO 08 Unit Group Details: arts techniques and typesetting and using Code 3512 computer: Reviews layout and customer Title Information and Communication order. Enters text into computer, using Technology User Support input device such as mouse, keyboard, Technicians scanner, or modem. Scans artwork, using optical scanner which changes image into"
3512.0101,3512.0101 computer-readable form. Enters,"Domestic IT Helpdesk Attendant commands to position text and illustrations on page grid of computer monitor. Creates spaces between letters, Domestic IT Helpdesk Attendant is mainly columns, and lines, applying knowledge of responsible for the smooth running of typesetting, and enters commands, using computer systems and ensuring users get input device. Arranges page according to maximum benefits from them. Individual aesthetic standards, layout specifications tasks vary depending on the size and of Graphic Designer, and applying structure of the organization, but may knowledge of layout and computer include installing and configuring software. Prints paper or film copies of computer hardware operating systems completed material. May alter illustration and applications; monitoring and to enlarge, reduce, or clarify image. May maintaining computer systems and VOLUME II A 466","3512.0101 computer-readable form. Enters Domestic IT Helpdesk Attendant commands to position text and illustrations on page grid of computer monitor. Creates spaces between letters, Domestic IT Helpdesk Attendant is mainly columns, and lines, applying knowledge of responsible for the smooth running of typesetting, and enters commands, using computer systems and ensuring users get input device. Arranges page according to maximum benefits from them. Individual aesthetic standards, layout specifications tasks vary depending on the size and of Graphic Designer, and applying structure of the organization, but may knowledge of layout and computer include installing and configuring software. Prints paper or film copies of computer hardware operating systems completed material. May alter illustration and applications; monitoring and to enlarge, reduce, or clarify image. May maintaining computer systems and VOLUME II A 466"
3512.0401,3512.0401,,3512.0401 
3512.0202,3512.0202 Disk Duplicator,"Associate-Desktop Publishing (DTP) Disk Duplicator creates a master hard disk Associate-Desktop Publishing (DTP) puts by loading appropriate files and duplicates research reports into standard templates. them in multiple disks for use in end-user These templates could be in flash, computing systems. The individual at work macromedia, acrobat or html. is responsible for creating a master hard disk and using it for duplicating on empty Qualification Pack Details: hard disks to be used by original QP NOS Reference SSC/Q2702 equipment manufacturers. QP NOS Name Associate-Desktop Publishing (DTP) Qualification Pack Details: NSQF Level 7 QP NOS Reference ELE/Q4302 QP NOS Name Disk Duplicator ISCO 08 Unit Group Details: NSQF Level 4 Code 3512 Title Information and Communication ISCO 08 Unit Group Details: Technology User Support Code 3512 Technicians Title Information and Communication Technology User Support","3512.0202 Disk Duplicator Associate-Desktop Publishing (DTP) Disk Duplicator creates a master hard disk Associate-Desktop Publishing (DTP) puts by loading appropriate files and duplicates research reports into standard templates. them in multiple disks for use in end-user These templates could be in flash, computing systems. The individual at work macromedia, acrobat or html. is responsible for creating a master hard disk and using it for duplicating on empty Qualification Pack Details: hard disks to be used by original QP NOS Reference SSC/Q2702 equipment manufacturers. QP NOS Name Associate-Desktop Publishing (DTP) Qualification Pack Details: NSQF Level 7 QP NOS Reference ELE/Q4302 QP NOS Name Disk Duplicator ISCO 08 Unit Group Details: NSQF Level 4 Code 3512 Title Information and Communication ISCO 08 Unit Group Details: Technology User Support Code 3512 Technicians Title Information and Communication Technology User Support"
3514.0300,3514.0300 Technicians,Programming Assistant/Junior,3514.0300 Technicians Programming Assistant/Junior
3512.0501,3512.0501,"Software Engineer IT Co-ordinator in School Programming Assistant installs, maintains and updates computer programs by IT Co-ordinator in School is also called ‘e- making minor changes and adjustments to learning Facilitator’, the IT Co-ordinator them under the guidance of computing provides support on the e-learning professionals. Maintains and updates content and hardware used for training in documents of computer programs and schools. The individual at work is installations. Applies knowledge of responsible for operating and maintaining principles and practices in the area of e-learning hardware and updating and programming and computing in order to operating e-learning applications. The identify and solve problems arising in the individual also assists teachers and VOLUME II A 467","3512.0501 Software Engineer IT Co-ordinator in School Programming Assistant installs, maintains and updates computer programs by IT Co-ordinator in School is also called ‘e- making minor changes and adjustments to learning Facilitator’, the IT Co-ordinator them under the guidance of computing provides support on the e-learning professionals. Maintains and updates content and hardware used for training in documents of computer programs and schools. The individual at work is installations. Applies knowledge of responsible for operating and maintaining principles and practices in the area of e-learning hardware and updating and programming and computing in order to operating e-learning applications. The identify and solve problems arising in the individual also assists teachers and VOLUME II A 467"
3512.0601,3512.0601,"Associate-Clinical Data ISCO 08 Unit Group Details: Management Code 3512 Title Information and Communication Associate-Clinical Data Management are Technology User Support required to organize and maintain Technicians information related to medical research and records, and perform data coding of","3512.0601 Associate-Clinical Data ISCO 08 Unit Group Details: Management Code 3512 Title Information and Communication Associate-Clinical Data Management are Technology User Support required to organize and maintain Technicians information related to medical research and records, and perform data coding of"
3512.0702,3512.0702,"records. They need to ensure Associate-Medical Transcription completeness, correctness and quality of the data generated during clinical trials Associate-Medical Transcription is with high accuracy. responsible for documentation of medical records dictated and authored by medical Qualification Pack Details: professionals. This involves basic QP NOS Reference SSC/Q2401 documentation, verification and validation QP NOS Name Associate-Clinical of the documents such as history and Data Management physical reports, clinic notes, office notes, NSQF Level 7 operative reports, consultation notes, discharge summaries, letters, psychiatric ISCO 08 Unit Group Details: evaluations, laboratory reports, x-ray Code 3512 reports and pathology reports. Title Information and Communication Qualification Pack Details: Technology User Support QP NOS Reference SSC/Q2402 Technicians QP NOS Name Associate-Medical Transcription","3512.0702 records. They need to ensure Associate-Medical Transcription completeness, correctness and quality of the data generated during clinical trials Associate-Medical Transcription is with high accuracy. responsible for documentation of medical records dictated and authored by medical Qualification Pack Details: professionals. This involves basic QP NOS Reference SSC/Q2401 documentation, verification and validation QP NOS Name Associate-Clinical of the documents such as history and Data Management physical reports, clinic notes, office notes, NSQF Level 7 operative reports, consultation notes, discharge summaries, letters, psychiatric ISCO 08 Unit Group Details: evaluations, laboratory reports, x-ray Code 3512 reports and pathology reports. Title Information and Communication Qualification Pack Details: Technology User Support QP NOS Reference SSC/Q2402 Technicians QP NOS Name Associate-Medical Transcription"
3512.0700,3512.0700,NSQF Level 7 Medical Transcriptionist ISCO 08 Unit Group Details: Medical Transcriptionists use computer Code 3512 and transcribing machines with headset VOLUME II A 468,3512.0700 NSQF Level 7 Medical Transcriptionist ISCO 08 Unit Group Details: Medical Transcriptionists use computer Code 3512 and transcribing machines with headset VOLUME II A 468
3512.0801,3512.0801,"Technicians establish, operate and Engineer-Technical Support maintain network and other data communication systems. Engineer-Technical Support is responsible for resolving Level 1/2 incidents affecting","3512.0801 Technicians establish, operate and Engineer-Technical Support maintain network and other data communication systems. Engineer-Technical Support is responsible for resolving Level 1/2 incidents affecting"
3513.0100,3513.0100,"the operation of production systems, System Administration through troubleshooting and Assistant/Junior System implementing known fixes. It involves framing of long term and short term plans Administrator for IT Support/Helpdesk. System Administration Assistant provides Qualification Pack Details: assistance to users of microcomputers QP NOS Reference SSC/Q0101 and standard software systems at QP NOS Name Engineer-Technical installation and when a problem occurs. Support (Level 1) Installs/reinstalls new computer programs NSQF Level 5 on particular hardware and operating system configurations. Installs new ISCO 08 Unit Group Details: peripheral units and makes necessary Code 3512 parameter adjustments in operating Title Information and Communication systems and drives. Performs back-up Technology User Support operations. Keeps log of computing Technicians systems. May receive guidance from Managers or professionals. May supervise","3513.0100 the operation of production systems, System Administration through troubleshooting and Assistant/Junior System implementing known fixes. It involves framing of long term and short term plans Administrator for IT Support/Helpdesk. System Administration Assistant provides Qualification Pack Details: assistance to users of microcomputers QP NOS Reference SSC/Q0101 and standard software systems at QP NOS Name Engineer-Technical installation and when a problem occurs. Support (Level 1) Installs/reinstalls new computer programs NSQF Level 5 on particular hardware and operating system configurations. Installs new ISCO 08 Unit Group Details: peripheral units and makes necessary Code 3512 parameter adjustments in operating Title Information and Communication systems and drives. Performs back-up Technology User Support operations. Keeps log of computing Technicians systems. May receive guidance from Managers or professionals. May supervise"
3512.9900,3512.9900 other workers also.,"Information and Communication ISCO 08 Unit Group Details: Technology User Support Code 3513 Technicians, Other Title Computer Network and Systems Technician Computer Assistants, Other include all other Computer Assistants not elsewhere","3512.9900 other workers also. Information and Communication ISCO 08 Unit Group Details: Technology User Support Code 3513 Technicians, Other Title Computer Network and Systems Technician Computer Assistants, Other include all other Computer Assistants not elsewhere"
3513.0200,3513.0200,"classified. Computer Security Specialist Computer Security Specialist regulates ISCO 08 Unit Group Details: access to computer data files, monitors Code 3512 data file use, and updates computer Title Information and Communication security files: Enters commands into Technology User Support computer to allow access to computer Technicians system for employee who forgot password. Reads computer security files Family 3513 to determine whether denial of data access reported by employee is justified. VOLUME II A 469","3513.0200 classified. Computer Security Specialist Computer Security Specialist regulates ISCO 08 Unit Group Details: access to computer data files, monitors Code 3512 data file use, and updates computer Title Information and Communication security files: Enters commands into Technology User Support computer to allow access to computer Technicians system for employee who forgot password. Reads computer security files Family 3513 to determine whether denial of data access reported by employee is justified. VOLUME II A 469"
3513.0301,3513.0301 support the optimal functioning of,"Infrastructure Engineer Internet and Intranet websites and web server hardware and software. Infrastructure Engineer provides technical assistance in the installation, Group 352 configuration, administration, support and maintenance of systems, storage or back- Telecommunication and up services of databases etc. These roles Broadcasting Technicians provide cross-functional IT Services Management and work closely with Telecommunications and Broadcasting multiple domains on the development, Technicians control technical functioning maintenance and reporting of service of equipment to record and edit images catalogues, processes/procedures, and and sound and for transmitting radio and new technology/tools. television broadcasts of images and sounds, as well as other types of Qualification Pack Details: telecommunication signals on land, sea or QP NOS Reference SSC/Q0801 in aircraft, perform technical tasks QP NOS Name Infrastructure connected with telecommunications Engineer engineering research and with the design, NSQF Level 5 VOLUME II A 470","3513.0301 support the optimal functioning of Infrastructure Engineer Internet and Intranet websites and web server hardware and software. Infrastructure Engineer provides technical assistance in the installation, Group 352 configuration, administration, support and maintenance of systems, storage or back- Telecommunication and up services of databases etc. These roles Broadcasting Technicians provide cross-functional IT Services Management and work closely with Telecommunications and Broadcasting multiple domains on the development, Technicians control technical functioning maintenance and reporting of service of equipment to record and edit images catalogues, processes/procedures, and and sound and for transmitting radio and new technology/tools. television broadcasts of images and sounds, as well as other types of Qualification Pack Details: telecommunication signals on land, sea or QP NOS Reference SSC/Q0801 in aircraft, perform technical tasks QP NOS Name Infrastructure connected with telecommunications Engineer engineering research and with the design, NSQF Level 5 VOLUME II A 470"
3521.0100,3521.0100 and distance from subject to be,"Cinematographer photographed; adjusts lens, aperture, depending on type of subject and lighting Cinematographer; Cameraman, Motion condition or arranges artificial light for Picture, photographs persons, scenes and better effect; focusses camera lens or places with motion picture camera for lenses to subject holding his eye close to production of feature films. Receives view finder or looking through film with instructions from Producer, Motion eye-piece and exposes certain length of Picture as to type and photographic effect film by pressing lever to run motor inside desired on scenes to be filmed. Directs camera. Alters angle or distance of shot as loading of camera with reel of film. required. Unloads camera when film is Positions or supervises setting up of exposed and sends film for developing. camera by assistant; focusses and sets Views processed film against light and camera on scene or object to he shot; cuts and trims films to make desired strip controls lighting for desired general detail of subject. Projects or exhibits film on of scene to be photographed; hooks up screen using projector to explain events motor on camera at starting signal of function, for audience. May develop and VOLUME II A 471","3521.0100 and distance from subject to be Cinematographer photographed; adjusts lens, aperture, depending on type of subject and lighting Cinematographer; Cameraman, Motion condition or arranges artificial light for Picture, photographs persons, scenes and better effect; focusses camera lens or places with motion picture camera for lenses to subject holding his eye close to production of feature films. Receives view finder or looking through film with instructions from Producer, Motion eye-piece and exposes certain length of Picture as to type and photographic effect film by pressing lever to run motor inside desired on scenes to be filmed. Directs camera. Alters angle or distance of shot as loading of camera with reel of film. required. Unloads camera when film is Positions or supervises setting up of exposed and sends film for developing. camera by assistant; focusses and sets Views processed film against light and camera on scene or object to he shot; cuts and trims films to make desired strip controls lighting for desired general detail of subject. Projects or exhibits film on of scene to be photographed; hooks up screen using projector to explain events motor on camera at starting signal of function, for audience. May develop and VOLUME II A 471"
3521.0300,"3521.0300 necessary. Starts machine, watches its","operation closely and listens, by means of Cameraman, Animation headphones or loudspeaker, to sound being recorded. Manipulates controls Cameraman (Animation) operates special during operation as required. May camera to make animated cartoon motion perform minor repairs. picture film. Discusses with Director and Producer, (Film) and renders advise about Qualification Pack Details: can era movements and feasibility of QP NOS Reference MES/Q3403 variety of shot; envisages in script and QP NOS Name Sound Assistant chart and suggests alternatives wherever NSQF Level 3 necessary. Receives animation charts and drawings. Sets and adjusts camera and ISCO 08 Unit Group Details: lighting exposure appropriate to type of film used and mood and effect to be Code 3521 emphasised. Installs frame on camera Title Broadcasting and Audio-Visual table for exposure and positions overhead Technicians camera suspended securely over frame. Shoots frame by frame in a 3521.0501 predetermined sequence and regulates Film Editor/Editor exposure and aperture to obtain special effect such as fade out or fade in. Instructs Film Editor edits motion picture films in Laboratory Technicians about method of sequence as per script by cutting away processing of films, which need special unwanted portion of film and treatment for effective development of synchronises picture and sound negatives. striking feature of certain shots. Studies script or story of picture. Examines picture and sound negatives over editing ISCO 08 Unit Group Details: table fitted with special lighting effects. Code 3521 Marks unnecessary portions of film and Title Broadcasting and Audio-Visual cuts them. Joins ends of selected lengths Technicians of films in proper sequence on splicer machine using special adhesives (cement).","3521.0300 necessary. Starts machine, watches its operation closely and listens, by means of Cameraman, Animation headphones or loudspeaker, to sound being recorded. Manipulates controls Cameraman (Animation) operates special during operation as required. May camera to make animated cartoon motion perform minor repairs. picture film. Discusses with Director and Producer, (Film) and renders advise about Qualification Pack Details: can era movements and feasibility of QP NOS Reference MES/Q3403 variety of shot; envisages in script and QP NOS Name Sound Assistant chart and suggests alternatives wherever NSQF Level 3 necessary. Receives animation charts and drawings. Sets and adjusts camera and ISCO 08 Unit Group Details: lighting exposure appropriate to type of film used and mood and effect to be Code 3521 emphasised. Installs frame on camera Title Broadcasting and Audio-Visual table for exposure and positions overhead Technicians camera suspended securely over frame. Shoots frame by frame in a 3521.0501 predetermined sequence and regulates Film Editor/Editor exposure and aperture to obtain special effect such as fade out or fade in. Instructs Film Editor edits motion picture films in Laboratory Technicians about method of sequence as per script by cutting away processing of films, which need special unwanted portion of film and treatment for effective development of synchronises picture and sound negatives. striking feature of certain shots. Studies script or story of picture. Examines picture and sound negatives over editing ISCO 08 Unit Group Details: table fitted with special lighting effects. Code 3521 Marks unnecessary portions of film and Title Broadcasting and Audio-Visual cuts them. Joins ends of selected lengths Technicians of films in proper sequence on splicer machine using special adhesives (cement)."
3521.0401,3521.0401 Arranges film in convenient number of,Sound Recording Equipment reels or parts and inserts appropriate titles and banners for distinction. Views Operator/Sound Assistant assembled film on screen for corrections if VOLUME II A 472,3521.0401 Arranges film in convenient number of Sound Recording Equipment reels or parts and inserts appropriate titles and banners for distinction. Views Operator/Sound Assistant assembled film on screen for corrections if VOLUME II A 472
3521.0511,3521.0511,"operations to meet audience desired Sound Editor result. Maintains prescribed records and registers and ensures proper upkeep of all Sound Editor is responsible for preparing, machines and equipment under his organizing and editing sound sequences charge. May be designated as that meet the quality standards and SUPERVISOR BROADCASTING UNIT; requirements of production SUPERVISOR RECORDING UNIT, etc., according to nature of work performed. Qualification Pack Details: QP NOS Reference MES/Q3404 ISCO 08 Unit Group Details: QP NOS Name Sound Editor Code 3521 NSQF Level 4 Title Broadcasting and Audio-Visual Technicians ISCO 08 Unit Group Details: Code 3521 3521.0700 Title Broadcasting and Audio-Visual Television Broadcasting Station Technicians Operator","3521.0511 operations to meet audience desired Sound Editor result. Maintains prescribed records and registers and ensures proper upkeep of all Sound Editor is responsible for preparing, machines and equipment under his organizing and editing sound sequences charge. May be designated as that meet the quality standards and SUPERVISOR BROADCASTING UNIT; requirements of production SUPERVISOR RECORDING UNIT, etc., according to nature of work performed. Qualification Pack Details: QP NOS Reference MES/Q3404 ISCO 08 Unit Group Details: QP NOS Name Sound Editor Code 3521 NSQF Level 4 Title Broadcasting and Audio-Visual Technicians ISCO 08 Unit Group Details: Code 3521 3521.0700 Title Broadcasting and Audio-Visual Television Broadcasting Station Technicians Operator"
3521.0600,3521.0600,"Television Broadcasting Station Operator Supervisor, Broadcasting Audio- operates and adjusts equipment Visual Projection and Sound associated with transmitter of television Equipment Operations broadcasting station. Switches on transmitter, views programmes through Supervisors, Broadcasting, Audio-Visual television monitor and adjusts picture for Projection and Sound Equipment quality. Listens to programmes through Operations supervise upkeep, setting and loud speaker or headphone, observes proper operations of television and radio indicators and adjusts tone and volume. broadcasting and recording units, cinema Switches off transmitter on completion of projectors and other audio-visual and programme, gets defects removed if any some equipment and ensures their proper and keeps it ready for next set. May make performance. Examines broadcasting, minor repairs and replace parts. VOLUME II A 473","3521.0600 Television Broadcasting Station Operator Supervisor, Broadcasting Audio- operates and adjusts equipment Visual Projection and Sound associated with transmitter of television Equipment Operations broadcasting station. Switches on transmitter, views programmes through Supervisors, Broadcasting, Audio-Visual television monitor and adjusts picture for Projection and Sound Equipment quality. Listens to programmes through Operations supervise upkeep, setting and loud speaker or headphone, observes proper operations of television and radio indicators and adjusts tone and volume. broadcasting and recording units, cinema Switches off transmitter on completion of projectors and other audio-visual and programme, gets defects removed if any some equipment and ensures their proper and keeps it ready for next set. May make performance. Examines broadcasting, minor repairs and replace parts. VOLUME II A 473"
3521.0800,3521.0800 reproduction equipment to obtain clear,"image of projected film on screen, Radio Operator, Broadcasting synchronise sound reproduction at Station required pitch and get machine ready for show. Projects film on screen as Radio Operator, Broadcasting Station; scheduled through projection box and Engineering Assistant, Broadcasting checks correct focus and sound Station adjusts tunes and operates reproduction while film is being shown. transmitting and receiving equipment for Stops machine in case of film stripping or broadcasting news and other breakage, joins ends of film and resumes programmes. Switches on and operates projection after necessary setting within transmitter for broadcasting news or minimum possible time. Removes programme. Listens to broadcast through collected film on lower reel to rewind and headphone or loudspeaker and keep it ready for next show. Cleans and manipulates control knobs to adjust oils projector parts periodically. May volume and tone. Fixes up microphone, project films on portable screens, adjusts amplifier level and monitors outdoors, etc. loudspeakers by further tuning, if necessary, to ensure clarity of reception. ISCO 08 Unit Group Details: Adjusts and tunes receivers for relaying Code 3521 different stations. May work at Title Broadcasting and Audio-visual transmitting of receiving station or at Technicians Studio Centre. May operate transmitter of television station. May do minor repairs","3521.0800 reproduction equipment to obtain clear image of projected film on screen, Radio Operator, Broadcasting synchronise sound reproduction at Station required pitch and get machine ready for show. Projects film on screen as Radio Operator, Broadcasting Station; scheduled through projection box and Engineering Assistant, Broadcasting checks correct focus and sound Station adjusts tunes and operates reproduction while film is being shown. transmitting and receiving equipment for Stops machine in case of film stripping or broadcasting news and other breakage, joins ends of film and resumes programmes. Switches on and operates projection after necessary setting within transmitter for broadcasting news or minimum possible time. Removes programme. Listens to broadcast through collected film on lower reel to rewind and headphone or loudspeaker and keep it ready for next show. Cleans and manipulates control knobs to adjust oils projector parts periodically. May volume and tone. Fixes up microphone, project films on portable screens, adjusts amplifier level and monitors outdoors, etc. loudspeakers by further tuning, if necessary, to ensure clarity of reception. ISCO 08 Unit Group Details: Adjusts and tunes receivers for relaying Code 3521 different stations. May work at Title Broadcasting and Audio-visual transmitting of receiving station or at Technicians Studio Centre. May operate transmitter of television station. May do minor repairs"
3521.1000,3521.1000,"and replace defective parts. May record Public Address Equipment music, talk etc. for relaying. Operator ISCO 08 Unit Group Details: Code 3521 Public Address Equipment Operator Title Broadcasting and Audio-Visual installs and operates sound amplifying Technicians equipment used at public functions. Places loudspeakers in position and","3521.1000 and replace defective parts. May record Public Address Equipment music, talk etc. for relaying. Operator ISCO 08 Unit Group Details: Code 3521 Public Address Equipment Operator Title Broadcasting and Audio-Visual installs and operates sound amplifying Technicians equipment used at public functions. Places loudspeakers in position and"
3521.0900,3521.0900 connects loudspeaker wires to amplifiers.,"Places microphones near speaker, Cinematograph Operator orchestra or other sources of sound. Connects microphone wires to amplifiers. Cinematograph Operator; Cinema Tests installation by switching it on and Projectionist; Cinema Operator, Cine listening from various points while some Projectionist sets and operates motion- one talks into microphone. Adjusts picture projector with sound-reproducing position of microphones and loud projector with sound-reproducing speakers, if necessary, and regulates equipment on screen and attends to their volume and tone during operation of VOLUME II A 474","3521.0900 connects loudspeaker wires to amplifiers. Places microphones near speaker, Cinematograph Operator orchestra or other sources of sound. Connects microphone wires to amplifiers. Cinematograph Operator; Cinema Tests installation by switching it on and Projectionist; Cinema Operator, Cine listening from various points while some Projectionist sets and operates motion- one talks into microphone. Adjusts picture projector with sound-reproducing position of microphones and loud projector with sound-reproducing speakers, if necessary, and regulates equipment on screen and attends to their volume and tone during operation of VOLUME II A 474"
3521.1100,3521.1100 Code 3521,"Station Officer, Overseas Title Broadcasting and Audio-visual Technicians Communication","3521.1100 Code 3521 Station Officer, Overseas Title Broadcasting and Audio-visual Technicians Communication"
